query1.png,Car
query2.png,Bus
query3.png,Traffic Light
query4.png,Car
query5.png,Bicycle
query6.png,Bicycle
query7.png,Traffic Light
query8.png,Bicycle
query9.png,Bicycle
query10.png,Bicycle
query11.png,Car
query12.png,Bicycle
query13.png,Car
query14.png,Car
query15.png,Car
query16.png,Car
query17.png,Traffic Light
query18.png,Car
query19.png,Car
query20.png,Car
query21.png,Car
query22.png,Car
query23.png,Car
query24.png,Bicycle
query25.png,Bicycle
query26.png,Car
query27.png,Car
query28.png,Bus
query29.png,Car
query30.png,Car
query31.png,Car
query32.png,Bicycle
query33.png,Bicycle
query34.png,Car
query35.png,Car
query36.png,Traffic Light
query37.png,Traffic Light
query38.png,Car
query39.png,Traffic Light
query40.png,Car
query41.png,Car
query42.png,Car
query43.png,Bicycle
query44.png,Car
query45.png,Car
query46.png,Car
query47.png,Bicycle
query48.png,Traffic Light
query49.png,Bicycle
query50.png,Traffic Light
query51.png,Car
query52.png,Car
query53.png,Car
query54.png,Car
query55.png,Car
query56.png,Bicycle
query57.png,Bicycle
query58.png,Traffic Light
query59.png,Car
query60.png,Bicycle
query61.png,Car
query62.png,Car
query63.png,Car
query64.png,Car
query65.png,Car
query66.png,Car
query67.png,Car
query68.png,Car
query69.png,Car
query70.png,Bicycle
query71.png,Car
query72.png,Traffic Light
query73.png,Bicycle
query74.png,Car
query75.png,Traffic Light
query76.png,Bicycle
query77.png,Car
query78.png,Traffic Light
query79.png,Car
query80.png,Car
query81.png,Car
query82.png,Traffic Light
query83.png,Bicycle
query84.png,Car
query85.png,Traffic Light
query86.png,Car
query87.png,Bus
query88.png,Car
query89.png,Traffic Light
query90.png,Bicycle
query91.png,Car
query92.png,Bicycle
query93.png,Bicycle
query94.png,Car
query95.png,Bicycle
query96.png,Bicycle
query97.png,Traffic Light
query98.png,Bicycle
query99.png,Car
query100.png,Car
