query1.png,Car
query2.png,Bus
query3.png,Hydrant
query4.png,Hydrant
query5.png,Car
query6.png,Car
query7.png,Car
query8.png,Car
query9.png,Car
query10.png,Car
query11.png,Car
query12.png,Car
query13.png,Car
query14.png,Car
query15.png,Car
query16.png,Crosswalk
query17.png,Bus
query18.png,Car
query19.png,Hydrant
query20.png,Bus
query21.png,Hydrant
query22.png,Crosswalk
query23.png,Car
query24.png,Car
query25.png,Car
query26.png,Bus
query27.png,Bridge
query28.png,Car
query29.png,Bicycle
query30.png,Bicycle
query31.png,Car
query32.png,Car
query33.png,Palm
query34.png,Palm
query35.png,Car
query36.png,Crosswalk
query37.png,Crosswalk
query38.png,Car
query39.png,Hydrant
query40.png,Bridge
query41.png,Bridge
query42.png,Palm
query43.png,Car
query44.png,Car
query45.png,Bridge
query46.png,Car
query47.png,Car
query48.png,Hydrant
query49.png,Car
query50.png,Bridge
query51.png,Car
query52.png,Car
query53.png,Bus
query54.png,Car
query55.png,Bridge
query56.png,Car
query57.png,Palm
query58.png,Car
query59.png,Car
query60.png,Car
query61.png,Bus
query62.png,Hydrant
query63.png,Car
query64.png,Crosswalk
query65.png,Hydrant
query66.png,Car
query67.png,Bridge
query68.png,Bicycle
query69.png,Hydrant
query70.png,Bus
query71.png,Car
query72.png,Car
query73.png,Bicycle
query74.png,Bus
query75.png,Car
query76.png,Hydrant
query77.png,Car
query78.png,Traffic Light
query79.png,Bicycle
query80.png,Car
query81.png,Car
query82.png,Car
query83.png,Palm
query84.png,Bicycle
query85.png,Palm
query86.png,Car
query87.png,Car
query88.png,Car
query89.png,Car
query90.png,Traffic Light
query91.png,Car
query92.png,Car
query93.png,Car
query94.png,Car
query95.png,Palm
query96.png,Car
query97.png,Car
query98.png,Car
query99.png,Bicycle
query100.png,Palm
